name,A,B,Bprime,C,E,F,G,HPLC,BefVis,BefUVS,BefUVL,Archers,AftVis,AftUV,M,F1,F2,F3,KResult,CResult,KCResult,PDResult,Cortex,Medulla,Notes,Related,Reference,Lichens,Synonyms,Path,GroupName,Class,GLossID
"2α,3β-Diacetoxystictane-22α-ol",x,x,x,x,x,x,x,x,−,−,?,x,P.Brown,Orange,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria coronata,"2α-Acetoxystictane-3β,22α-diol, 3β-Acetoxystictane-22α-ol, 2α,3β-Diacetoxystictane-22-one, Stictane-2α,3β,22α-triol, 2α,3β,22α-Triacetoxystictane","Chin, WJ Corbett, RE Heng, CK Wilkins, AL 1973: Lichen and fungi. Part XI. triterpenoids. IV.Isolation and structural elucidation of a new group of triterpenes from Sticta coronata, S. colensoi, and S.flavicans, Journal of the Chemical Society, Perkin Transactions I: 1437-1446.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"2α,3β-Diacetoxystictane-22-one",x,x,x,x,x,x,x,x,−,−,?,x,P.Brown,Orange,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria coronata,"2α-Acetoxystictane-3β,22α-diol, 3β-Acetoxystictane-22α-ol, 2α,3β-Diacetoxystictane-22α-ol, Stictane-2α,3β,22α-triol, 2α,3β,22α-Triacetoxystictane","Chin, WJ Corbett, RE Heng, CK Wilkins, AL 1973: Lichen and fungi. Part XI. triterpenoids. IV.Isolation and structural elucidation of a new group of triterpenes from Sticta coronata, S. colensoi, and S.flavicans, Journal of the Chemical Society, Perkin Transactions I: 1437-1446.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
Diacetylgraciliformin,40,x,34,25,1,x,x,37,+,+,?,x,Green,Grey,626,566,506,254,Red,No Result,No Result,No Result,?,?,Yellow pigment. Acid Spray: colour like skyrin. Occurs in Cladonia graciliformis,"Graciliformin, Monoacetylgraciliformin, Skyrin","Ejiri, H Sankawa, U Shibata, S 1975: Graciliformin and its acetates in Cladonia graciliformis.Phytochemistry 14: 277-279.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
"5,7-Dichloro-2,8-dihydroxy-1,3-dimethylxanthone",62,x,70,65,46,83,x,58,+,+,?,x,Orange,Orange,328,326,324,295,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Rinodina thiomela,"2-Dechloro-8-O-methylthiomelin, 4-Dechloro-8-O-methylthiomelin, 2-Dechlorothiomelin, 4-Dechlorothiomelin, 8-O-Methylthiomelin, Thiomelin","Elix, JA Jiang, H Gaul, KL 1993: The structure and synthesis of some minor xanthones from thelichen Rinodina thiomela. Australian Journal of Chemistry 46: 95-110.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichloroemodin",50,x,63,65,x,x,x,x,+,+,?,x,Orange,Orange,342,340,338,x,Violet,No Result,No Result,No Result,?,?,Yellow-orange pigment. Minor pigment in Heterodermia obscurata,"5-Chloroemodin, 7-Chloroemodin, Emodin","Cohen, PA Towers, GHN 1995: The anthraquinones of Heterodermia obscurata.Phytochemistry 40: 911-915.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
"5,7-Dichloro-8-hydroxy-2-methoxy-1,3-dimethylxanthone",79,x,88,86,72,90,x,70,+,+,?,x,Orange,Orange,342,340,338,325,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Rinodina thiomela,"2-Dechloro-8-O-methylthiomelin, 4-Dechloro-8-O-methylthiomelin, 2-Dechlorothiomelin, 4-Dechlorothiomelin, 5,7-Dichloro-2,8-dihydroxy-1,3-dimethylxanthone, 8-O-Methylthiomelin, Thiomelin","Elix, JA Jiang, H Gaul, KL 1993: The structure and synthesis of some minor xanthones from thelichen Rinodina thiomela. Australian Journal of Chemistry 46: 95-110.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"7,7´-Dichlorohypericin",x,x,x,x,x,x,x,x,+,+,?,x,Blue-purple,Blue-purple,575,573,571,x,Violet,No Result,No Result,No Result,?,?,Indigo pigment. Minor pigment in Nephroma laevigatum,"2,2´,7,7´-Tetrachlorohypericin","Cohen, PA Towers, GHN 1995: The anthraquinones and phenanthroperylenequinones fromNephroma laevigatum. Journal of Natural Products 58: 520-526.",,,acetyl-polymalonyl pathway,quinones,phenanthroperylenequinones,
"2,4-Dichlorolichexanthone",78,x,76,75,55,85,x,57,+,+,?,x,Orange,Orange,358,356,354,315,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Pertusaria aleianta,"2-Chlorolichexanthone, 4-Chlorolichexanthone, 2,5-Dichlorolichexanthone, Thiophaninic acid, 2,4,5-Trichlorolichexanthone","Huneck, S Höfle, G 1978: Struktur und 13C-NMR-Spektroskopie von chlorhältigenFlechtenxanthonen. Tetrahedron 34: 2491-2502.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,5-Dichlorolichexanthone",73,x,59,76,43,80,x,50,+,+,?,x,Orange,B.Blue,358,356,354,213,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Pertusaria aleianta,"2-Chlorolichexanthone, 5-Chlorolichexanthone, 2,4-Dichlorolichexanthone, 4,5-Dichlorolichexanthone, 2,4,5-Trichlorolichexanthone","Huneck, S Höfle, G 1978: Struktur und 13C-NMR-Spektroskopie von chlorhältigenFlechtenxanthonen. Tetrahedron 34: 2491-2502.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,7-Dichlorolichexanthone",77,x,70,80,24,57,x,53,+,+,?,x,P.Yellow,Green,358,356,354,213,No Result,No Result,No Result,No Result,?,?,"Pale yellow pigment. Occurs in Lecanora salina, L. populicola, L. behringii","2-Chlorolichexanthone, 7-Chlorolichexanthone, 2,7-Dichloro-3-O-methylnorlichexanthone, 2,7-Dichloro-6-O-methylnorlichexanthone, 2,5,7-Trichlorolichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"4,5-Dichlorolichexanthone",72,x,60,76,43,77,x,55,+,+,?,x,P.Yellow,Green,358,356,354,313,No Result,No Result,No Result,No Result,?,?,"Pale yellow pigment. Occurs in Buellia glaziouana, Pertusaria coronata","2-Chlorolichexanthone, 7-Chlorolichexanthone, 2,4-Dichlorolichexanthone, 2,5-Dichlorolichexanthone, 4,5-Dichloro-3-O-methylnorlichexanthone, 4,5-Dichloro-6-O-methylnorlichexanthone, 2,4,5-Trichlorolichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichlorolichexanthone",80,x,81,90,72,77,x,55,+,+,?,x,P.Yellow,Green,358,356,354,329,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Sporopodium flavescens,"5-Chlorolichexanthone, 7-Chlorolichexanthone, 2,4-Dichlorolichexanthone, 5,7-Dichloro-3-O-methylnorlichexanthone, Isoarthothelin, 2,5,7-Trichlorolichexanthone,2,5,7-Trichloro-3-O-methylnorlichexanthone","Elix, JA Crook, CE Lumbsch, HT 1992: The chemistry of foliicolous lichens. 1. Constituentsof Sporopodium vezdeanum and S. xantholeucum. Mycotaxon 44: 409-415.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"3,5-Dichloro-2´-O-methylanziaic acid",43,x,46,45,x,x,x,32,−,+,?,x,P.Yellow,Green,-1,276,274,238,No Result,P.Red,No Result,No Result,?,?,"Acid Spray: yellow, grey halo. Occurs in Lecanora sulphurella","3,5-Dichloro-2’-O-methylnordivaricatic acid, 3,5-Dichloro-2’-O-methylnorhypertolic acid, 3,5-Dichloro-2’-O-methylnorstenosporic acid, 5-Chloro-2’-O-methylanziaic acid","Huneck, SHöfle, G Culberson, CF 1985: 3,5-Dichlor-2’-O-methylanziasäure, ein neus Depsid ausLecanora sulphurella. Phytochemistry 16: 995-998.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"3,5-Dichloro-2’-O-methylnordivaricatic acid",40,x,35,43,x,x,x,22,−,+,?,,P.Yellow,Green,-1,249,248,247,No Result,P.Red,Red,No Result,?,?,Minor component in Lecanora sorediomarginata,"3,5-Dichloro-2’-O-methylanziaic acid, 3,5-Dichloro-2’-O-methylnorstenosporic acid, 5-Chloro-2’-O-methylanziaic acid","Elix, JA Barclay, CELumbsch, HTWardlaw, JH 1997: New chloro depsides from the lichenLecanora lividocinerea. Lichenologist 50: 971-975. Rodrigues, SATerrón-Alfonso, AElix, JAPérez-Ortega,STønsberg, TFernández-Salegui, ABSoares, AMVM 2011: Lecanora sorediomarginata a new epiphyticlichen species discovered along the Portuguese coast. Lichenologist 43: 99-111.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"3,5-Dichloro-2’-O-methylnorhypertolic acid",44,x,51,46,x,x,x,39,−,+,?,,P.Yellow,Green,-1,292,277,276,No Result,P.Red,Red,No Result,?,?,Minor component in Lecanora lividocinerea,"3,5-Dichloro-2’-O-methylanziaic acid, 3,5-Dichloro-2’-O-methylnordivaricatic acid, 3,5-Dichloro-2’-O-methylnorstenosporic acid, 5-Chloro-2’-O-methylanziaic acid","Elix, JA Barclay, CELumbsch, HTWardlaw, JH 1997: New chloro depsides from the lichenLecanora lividocinerea. Australian Journal of Chemistry 50: 971-975.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"2,5-Dichloro-6-O-methylnorlichexanthone",64,x,51,51,32,67,x,36,+,+,?,x,Yellow,Green,344,342,340,311,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Dimelaena elevata,"2-Chloro-6-O-methylnorlichexanthone, 5-Chloro-6-O-methylnorlichexanthone, 2,5-Dichlorolichexanthone, 2,5-Dichloronorlichexanthone, 4,5-Dichloro-6-O-methylnorlichexanthone, 6-O-Methylarthothelin, Thiophaninic acid, 2,4,5-Trichlorolichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,7-Dichloro-3-O-methylnorlichexanthone [Aotearone]",53,x,51,42,11,41,x,48,+,+,?,x,Orange,Yellow,344,342,340,306,No Result,No Result,No Result,No Result,?,?,"Pale yellow pigment. Occurs in Lecanora behringii, L. salina","2-Chloronorlichexanthone, 7-Chloronorlichexanthone, 2,7-Dichlorolichexanthone, 2,7-Dichloronorlichexanthone, 2,7-Dichloro-6-O-methylnorlichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,Aotearone,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,7-Dichloro-6-O-methylnorlichexanthone",52,x,46,46,12,44,x,46,+,+,?,x,Orange,Yellow,344,342,340,306,No Result,No Result,No Result,No Result,?,?,"Pale yellow pigment. Occurs in Lecanora behringii, L. populicola, L. salina","2-Chloro-6-O-methylnorlichexanthone, 7-Chloro-6-O-methylnorlichexanthone, 2-Chloronorlichexanthone, 7-Chloronorlichexanthone, 2,7-Dichlorolichexanthone, 2,7-Dichloronorlichexanthone, 2,7-Dichloro-3-O-methylnorlichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"4,5-Dichloro-3-O-methylnorlichexanthone",57,x,52,58,24,50,x,37,+,+,?,x,P.Yellow,Green,344,342,340,x,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecidella carpathica,"Arthothelin, Asemone, 4,5-Dichlorolichexanthone, 4,5-Dichloronorlichexanthone, 3-O-Methylasemone, Thuringione","Sundholm, EG 1978: Total synthesis of lichen xanthones. Revision of structures. Tetrahedron34: 577-586.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"4,5-Dichloro-6-O-methylnorlichexanthone",60,x,51,48,30,65,x,38,+,+,?,x,Yellow,Green,344,342,340,309,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Dimelaena elevata,"Arthothelin, Asemone, 4,5-Dichlorolichexanthone, 4,5-Dichloronorlichexanthone, 6-O-Methylarthothelin, 6-O-Methylasemone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichloro-3-O-methylnorlichexanthone",67,x,67,59,16,40,x,46,+,+,?,x,Yellow,Green,344,342,340,314,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora epibryon ssp. broccha,"5,7-Dichlorolichexanthone, 5,7-Dichloronorlichexanthone, Isoarthothelin,2,5,7-Trichloro-3-O-methylnorlichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichloro-6-O-methylnorlichexanthone",57,x,73,46,38,79,x,45,+,+,?,x,Yellow,Green,344,342,340,x,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Byssoloma subdiscordans,"5,7-Dichlorolichexanthone, 5,7-Dichloronorlichexanthone, Isoarthothelin,2,5,7-Trichloro-3-O-methylnorlichexanthone","Elix, JA Lumbsch, HT Lücking, R 1995: The chemistry of foliicolous lichens 2. Constituentsof some Byssoloma and Sporopodium species. Bibliotheca Lichenologica 58: 81-96.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"3,5-Dichloro-2’-O-methylnorstenosporic acid",42,x,40,45,x,x,x,24,−,+,?,x,P.Yellow,Green,-1,249,248,247,No Result,P.Red,Red,No Result,?,?,Occurs in Lecanora lividocinerea and L. sorediomarginata,"3,5-Dichloro-2’-O-methylanziaic acid, 3,5-Dichloro-2’-O-methylnordivaricatic acid, 3,5-Dichloro-2’-O-methylnorhypertolic acid, 5-Chloro-2’-O-methylanziaic acid","Elix, JA Barclay, CE Lumbsch, HTWardlaw, JH 1997: New chloro depsides from the lichenLecanora lividocinerea. Australian Journal of Chemistry 50: 971-975.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"3,5-Dichloro-4-O-demethylplanaic acid [2-O-Methylsulphurellin]",44,x,49,46,x,x,x,34,−,+,?,x,P.Yellow,Green,-1,291,289,239,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora jamesii,"5-Chloro-2’-O-methylanziaic acid, 3,5-Dichloro-2’-O-methylanziaic acid,3,5-Dichloro-2’-O-methylnordivaricatic acid, 3,5-Dichloro-2’-O-methylnorhypertolic acid, 3,5-Dichloro-2´-O-methylnorstenosporic acid","Brodo, IW Elix, JA 1993: Lecanora jamesii and the relationship between Lecanora s. str. and L.straminella. Bibliotheca Lichenologica 53: 19-26.",,2-O-Methylsulphurellin,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"2,4-Dichloronorlichexanthone",49,x,43,30,8,30,x,29,+,+,?,x,Yellow,Green,330,328,326,306,No Result,Orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora straminea,"Arthothelin, 2-Chloronorlichexanthone, 4-Chloronorlichexanthone,Thiophanic acid, Thiophaninic acid","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,5-Dichloronorlichexanthone",42,x,40,32,9,42,x,27,+,+,?,x,Yellow,Green,328,326,294,292,No Result,Red-orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora epibryon subsp. broccha,"Arthothelin, 2-Chloronorlichexanthone, 5-Chloronorlichexanthone, 2,5-Dichloro-6-O-methylnorlichexanthone, Isoarthothelin","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"2,7-Dichloronorlichexanthone",40,x,38,27,5,26,x,28,+,+,?,x,Yellow,Green,328,326,294,292,No Result,Red-orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora dispersa,"2-Chloronorlichexanthone, 7-Chloronorlichexanthone, 2,7-Dichloro-3-O-methylnorlichexanthone, 2,7-Dichloro-6-O-methylnorlichexanthone, 5,7-Dichloronorlichexanthone,Isoarthothelin","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"4,5-Dichloronorlichexanthone",44,x,48,33,14,49,x,26,+,+,?,x,Orange,Green,330,328,326,x,No Result,Red-orange,No Result,No Result,?,?,"Pale yellow pigment. Occurs in Lecanora straminea, Micarea isabellina","Arthothelin, Asemone, 4-Chloronorlichexanthone, 5-Chloronorlichexanthone, 4,5-Dichloro-3-O-methylnorlichexanthone, Thiophanic acid","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"4,7-Dichloronorlichexanthone",43,x,47,32,17,52,x,30,+,+,?,x,Yellow,Green,330,328,326,292,No Result,Red-orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora epibryon subsp. broccha,"4-Chloronorlichexanthone, 7-Chloronorlichexanthone, 4,5-Dichloronorlichexanthone, Thiophanic acid","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichloronorlichexanthone",44,x,48,33,11,43,x,30,+,+,?,x,P.Yellow,Green,330,328,326,292,No Result,Red-orange,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora epibryon subsp. broccha,"Asemone, 5-Chloronorlichexanthone, 7-Chloronorlichexanthone, 5,7-Dichloro-3-O-methylnorlichexanthone, 4,7-Dichloronorlichexanthone, Isoarthothelin, Thiophanic acid","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a furtherthirteen new lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
"5,7-Dichloro-1,6,8-trihydroxy-3-methyl-9-anthrone [AO2-Anthrone]",x,x,x,40,x,x,x,35,+,+,?,x,P.Yellow,P.Yellow,326,324,x,x,Violet,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Heterodermia obscurata,"7-Chloroemodin, 7-Chloro-1,6,8-trihydroxy-3-methyl-9-anthrone, 5,7-Dichloroemodin, Emodin","Yosioka, Y Morimoto, K Kitagawa, I 1968: The pigment constituents of some Anaptychia species.Journal of Japanese Botany 43: 343-348.",,AO2-Anthrone,acetyl-polymalonyl pathway,quinones,anthraquinones,
3’-Didechlorolecideoidin,44,x,29,29,x,x,x,22,−,+,?,x,P.Orange,D.Blue,330,298,270,x,No Result,No Result,No Result,No Result,?,?,Minor component in Lecanora californica and Tylothallia verrucosa,"Norgangaleoidin, 3’-Dechlorolecideoidin, Lecideoidin","Elix, JA Venables, DALumbsch, HTBrako, L 1994: Further new metabolites from lichens.Australian Journal of Chemistry 47: 1619-1623.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
Didymic acid,44,77,68,52,x,x,x,35,−,+,?,Green,Blue,Purple,370,353,352,326,No Result,Green,No Result,No Result,?,?,Acid Spray: strong-purple with bright blue halo. Minor component in Cladonia floerkeana,"Condidymic acid, Isodidymic acid, Subdidymic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 167. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 219.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
Diffractaic acid,44,64,55,51,x,x,x,30,−,+,?,D.Red,P.Yellow,P.Yellow,374,193,182,164,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. LW UV: deep purple, pale yellow halo. Occurs in Cladia muelleri","Barbatic acid, 4-O-Demethyldiffractaic acid, 2-O-Methylobtusatic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 148. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 251.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
(-)-Dihydropertusaric acid,42,36,36,35,x,x,x,x,−,−,?,x,No Result,Lilac,368,353,326,293,No Result,No Result,No Result,No Result,?,?,Occurs in Pertusaria albescens,allo-Pertusaric acid,"Huneck, S Tønsberg, T Bohlmann, F, I 1986: (-)-allo-Pertusaric acid and (-)-dihydropertusaric acidfrom the lichen Pertusaria albescens. Phytochemistry 25: 453-459.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Dihydropicrolichenic acid [2-O-Methylanziaic acid],44,x,38,33,x,x,x,x,−,+,?,x,Yellow,Green,-1,238,224,222,No Result,No Result,No Result,No Result,?,?,Occurs in Ramalina americana s. lat.,"Anziaic acid, 4-O-Demethylplanaic acid, Picrolichenic acid","Culberson, CK Culberson, WL Johnson, A 1990: The Ramalina americana complex (Ascomycotina,Ramalinaceae): chemical and geographical correlations. Bryologist 93: 167-186.",,2-O-Methylanziaic acid,acetyl-polymalonyl pathway,depsides,orcinol depsides,
